Cluster-1	total=316	enrichmentScore=3.938766043651997	phaseStdDev=5.445591267214813	"Membrane,Transmembrane helix,Transmembrane,integral component of membraneAnnotation Cluster 1"	Enrichment Score: 3.938766043651997								
FBtr0300453	CG32638-RB	0.53346	0.032433	17.5	FlyBase CG32638-RB	Figure for CG32638-RB							
FBtr0072908	CG1275-RD	0.641076	0.03643	0.5	FlyBase CG1275-RD	Figure for CG1275-RD							
FBtr0113196	CG1208-RB	1.555286	0.030917	4.9	FlyBase CG1208-RB	Figure for CG1208-RB							
FBtr0331519	CG43783-RG	1.587293	0.004456	1.3	FlyBase CG43783-RG	Figure for CG43783-RG							
FBtr0331516	CG43783-RA	1.124542	0.031986	7.3	FlyBase CG43783-RA	Figure for CG43783-RA							
FBtr0345104	Svil-RW	1.288277	NOTEST	2.3	FlyBase Svil-RW	Figure for Svil-RW							
FBtr0304810	CG43078-RD	0.901282	0.044747	5.5	FlyBase CG43078-RD	Figure for CG43078-RD							
FBtr0307540	mmd-RE	0.15859	0.051127	1.6	FlyBase mmd-RE	Figure for mmd-RE							
FBtr0083751	CG5835-RA	1.678406	0.010895	3.9	FlyBase CG5835-RA	Figure for CG5835-RA							
FBtr0080915	mdy-RA	0.577941	0.046603	0.1	FlyBase mdy-RA	Figure for mdy-RA							
FBtr0100427	Acsl-RE	1.632846	0.019876	14.3	FlyBase Acsl-RE	Figure for Acsl-RE							
FBtr0085468	Dop1R2-RB	0.472155	0.050893	0.5	FlyBase Dop1R2-RB	Figure for Dop1R2-RB							
FBtr0333702	Cadps-RF	0.876372	0.050369	3.6	FlyBase Cadps-RF	Figure for Cadps-RF							
FBtr0305087	CG9990-RE	0.499703	0.037692	18	FlyBase CG9990-RE	Figure for CG9990-RE							
FBtr0339705	Dgkepsilon-RB	2.259863	0.009095	4.1	FlyBase Dgkepsilon-RB	Figure for Dgkepsilon-RB							
FBtr0336974	Ir41a-RC	0.713516	0.039381	13.8	FlyBase Ir41a-RC	Figure for Ir41a-RC							
FBtr0339709	wtrw-RD	1.946222	0.013562	18	FlyBase wtrw-RD	Figure for wtrw-RD							
FBtr0344026	CG42394-RD	0.311697	0.0171	0.3	FlyBase CG42394-RD	Figure for CG42394-RD							
FBtr0334144	Vti1b-RA	1.194739	0.0188	22.8	FlyBase Vti1b-RA	Figure for Vti1b-RA							
FBtr0305007	pasi1-RB	0.606926	NOTEST	17.6	FlyBase pasi1-RB	Figure for pasi1-RB							
FBtr0077513	capu-RA	0.936807	0.039381	1.7	FlyBase capu-RA	Figure for capu-RA							
FBtr0331566	CG4825-RB	1.102724	0.029942	17.4	FlyBase CG4825-RB	Figure for CG4825-RB							
FBtr0087202	CG8320-RA	0.989412	0.029348	0.6	FlyBase CG8320-RA	Figure for CG8320-RA							
FBtr0074014	CG9164-RB	1.552583	0.032433	6	FlyBase CG9164-RB	Figure for CG9164-RB							
FBtr0072349	Letm1-RC	0.321371	0.049648	2.1	FlyBase Letm1-RC	Figure for Letm1-RC							
FBtr0071653	Egfr-RA	1.579842	0.020984	4.3	FlyBase Egfr-RA	Figure for Egfr-RA							
FBtr0110915	Dys-RD	2.071054	0	2.6	FlyBase Dys-RD	Figure for Dys-RD							
FBtr0078156	CG4822-RA	1.167225	0.025751	5.9	FlyBase CG4822-RA	Figure for CG4822-RA							
FBtr0343535	CG6903-RB	0.260773	0.045128	4.7	FlyBase CG6903-RB	Figure for CG6903-RB							
FBtr0301447	loj-RE	0.359311	0.046061	4.9	FlyBase loj-RE	Figure for loj-RE							
FBtr0085821	kek6-RA	2.194904	0.010895	20.9	FlyBase kek6-RA	Figure for kek6-RA							
FBtr0303885	CG31886-RC	0.954386	NOTEST	19.9	FlyBase CG31886-RC	Figure for CG31886-RC							
FBtr0343537	Usp30-RB	0.227297	0.049648	4.3	FlyBase Usp30-RB	Figure for Usp30-RB							
FBtr0332845	bves-RC	2.638659	0.004456	21.3	FlyBase bves-RC	Figure for bves-RC							
FBtr0070254	CG14778-RA	1.130279	0.042236	3.9	FlyBase CG14778-RA	Figure for CG14778-RA							
FBtr0345238	alpha-Man-IIb-RC	0.72269	0.036026	12.9	FlyBase alpha-Man-IIb-RC	Figure for alpha-Man-IIb-RC							
FBtr0077705	CG31689-RC	1.346878	0.01587	5.1	FlyBase CG31689-RC	Figure for CG31689-RC							
FBtr0077706	CG31689-RD	0.846237	NOTEST	5.5	FlyBase CG31689-RD	Figure for CG31689-RD							
FBtr0081863	nac-RA	1.146728	0.031986	17.1	FlyBase nac-RA	Figure for nac-RA							
FBtr0090026	MRP-RN	0.63428	0.047275	9	FlyBase MRP-RN	Figure for MRP-RN							
FBtr0113030	jp-RC	0.783126	0.048022	17.8	FlyBase jp-RC	Figure for jp-RC							
FBtr0089853	CG33298-RB	0.797548	0.03296	18.4	FlyBase CG33298-RB	Figure for CG33298-RB							
FBtr0088431	PIG-N-RA	1.222388	0.025751	19	FlyBase PIG-N-RA	Figure for PIG-N-RA							
FBtr0089082	Eph-RA	1.619474	0.012191	5.9	FlyBase Eph-RA	Figure for Eph-RA							
FBtr0072694	rho-RA	0.879529	0.044747	5.5	FlyBase rho-RA	Figure for rho-RA							
FBtr0300511	alpha-Man-Ia-RJ	1.11878	0.020984	17.5	FlyBase alpha-Man-Ia-RJ	Figure for alpha-Man-Ia-RJ							
FBtr0329884	NaPi-T-RB	1.359608	0.036026	11.9	FlyBase NaPi-T-RB	Figure for NaPi-T-RB							
FBtr0346268	Cyp4g15-RC	1.029289	0.028904	18.5	FlyBase Cyp4g15-RC	Figure for Cyp4g15-RC							
FBtr0088824	slv-RA	1.375719	0.023513	23.5	FlyBase slv-RA	Figure for slv-RA							
FBtr0086133	Cyp6a2-RA	0.472888	0.045429	2.3	FlyBase Cyp6a2-RA	Figure for Cyp6a2-RA							
FBtr0080768	Gli-RD	0.732564	0.047275	10	FlyBase Gli-RD	Figure for Gli-RD							
FBtr0080769	Gli-RE	2.293427	NOTEST	18.6	FlyBase Gli-RE	Figure for Gli-RE							
FBtr0085210	CG5646-RA	1.141263	0.0171	13.1	FlyBase CG5646-RA	Figure for CG5646-RA							
FBtr0078154	CG3164-RB	0.431996	0.027218	5.3	FlyBase CG3164-RB	Figure for CG3164-RB							
FBtr0330324	CG43740-RC	0.445786	0.047078	3.5	FlyBase CG43740-RC	Figure for CG43740-RC							
FBtr0345629	oys-RD	0.962281	0.036026	9.7	FlyBase oys-RD	Figure for oys-RD							
FBtr0308083	RyR-RJ	1.020639	0.032433	16.6	FlyBase RyR-RJ	Figure for RyR-RJ							
FBtr0333701	CG11155-RD	0.940972	0.03506	6.2	FlyBase CG11155-RD	Figure for CG11155-RD							
FBtr0080686	CG15279-RA	1.08203	NOTEST	4.5	FlyBase CG15279-RA	Figure for CG15279-RA							
FBtr0303229	CG9536-RB	1.380225	0.028904	15.1	FlyBase CG9536-RB	Figure for CG9536-RB							
FBtr0300894	nSyb-RG	0.738781	0.045429	6.2	FlyBase nSyb-RG	Figure for nSyb-RG							
FBtr0088434	oys-RA	0.935072	0.037226	6.8	FlyBase oys-RA	Figure for oys-RA							
FBtr0100660	kuz-RC	0.567079	0.047078	9.4	FlyBase kuz-RC	Figure for kuz-RC							
FBtr0309865	PlexA-RF	0.405243	0.044987	15.4	FlyBase PlexA-RF	Figure for PlexA-RF							
FBtr0308592	Ctr1A-RB	1.750759	0.013562	4.3	FlyBase Ctr1A-RB	Figure for Ctr1A-RB							
FBtr0072745	CG12004-RA	0.749278	0.047078	5.2	FlyBase CG12004-RA	Figure for CG12004-RA							
FBtr0333544	frtz-RB	0.889717	0.027218	4.1	FlyBase frtz-RB	Figure for frtz-RB							
FBtr0088646	Ggamma1-RB	1.967166	0.0171	3.6	FlyBase Ggamma1-RB	Figure for Ggamma1-RB							
FBtr0071269	Moe-RD	0.782881	0.048224	16.9	FlyBase Moe-RD	Figure for Moe-RD							
FBtr0339154	GABA-B-R2-RC	0.539479	0.030415	2.2	FlyBase GABA-B-R2-RC	Figure for GABA-B-R2-RC							
FBtr0330102	fz-RC	0.746547	0.046061	16.9	FlyBase fz-RC	Figure for fz-RC							
FBtr0089515	Atpalpha-RG	0.610247	0.035488	4.8	FlyBase Atpalpha-RG	Figure for Atpalpha-RG							
FBtr0303898	nAChRalpha6-RG	1.13874	0.028436	4.9	FlyBase nAChRalpha6-RG	Figure for nAChRalpha6-RG							
FBtr0302226	uex-RE	2.044064	0.014636	15.6	FlyBase uex-RE	Figure for uex-RE							
FBtr0300058	CG32441-RD	1.13062	0.036773	5.2	FlyBase CG32441-RD	Figure for CG32441-RD							
FBtr0077652	GABPI-RA	0.584392	0.023513	3.2	FlyBase GABPI-RA	Figure for GABPI-RA							
