Cluster-1	total=11	enrichmentScore=2.871007519328952	phaseStdDev=4.012830730489804	"Vision,phototransduction,visual perception,Sensory transduction,rhabdomere,Phototransduction - fly,CalciumAnnotation Cluster 1"	Enrichment Score: 2.871007519328952								
INTERPRO	"IPR003591:Leucine-rich repeat, typical subtype"	5	4.347826087	0.006544676	-3.1771988	1.832535792	"FBtr0080485, FBtr0342673, FBtr0073362, FBtr0305559, FBtr0080489"	106	78	10984	6.64247702	0.770264317	0.179160518
SMART	SM00369:LRR_TYP	5	4.347826087	0.008300742	-3.1771988	1.832535792	"FBtr0080485, FBtr0342673, FBtr0073362, FBtr0305559, FBtr0080489"	55	78	5218	6.081585082	0.329745965	0.246006433
INTERPRO	IPR001611:Leucine-rich repeat	5	4.347826087	0.02361835	-3.1771988	1.832535792	"FBtr0080485, FBtr0342673, FBtr0073362, FBtr0305559, FBtr0080489"	106	114	10984	4.544852698	0.995270749	0.28735659
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0080485	kek4-RA	2.102918	0.022706	20.5	FlyBase kek4-RA	Figure for kek4-RA							
FBtr0073362	CG7509-RA	1.058486	0.034291	17.6	FlyBase CG7509-RA	Figure for CG7509-RA							
FBtr0080489	CG16974-RA	3.069238	0	22.8	FlyBase CG16974-RA	Figure for CG16974-RA							
FBtr0305559	CG4168-RB	2.707314	0.011853	20.7	FlyBase CG4168-RB	Figure for CG4168-RB							
FBtr0342673	CG11099-RB	2.166575	0.011853	22.5	FlyBase CG11099-RB	Figure for CG11099-RB							
													
Cluster-5	total=8	enrichmentScore=1.9513161225011721	phaseStdDev=4.374981069164984	"Ion transport,Ion channel,Ion transport domainAnnotation Cluster 5"	Enrichment Score: 1.9513161225011721								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Ion transport	8	6.956521739	0.001604358	1.599265625	4.374981069	"FBtr0071883, FBtr0079382, FBtr0083784, FBtr0308835, FBtr0331658, FBtr0088471, FBtr0110906, FBtr0073955"	115	208	13921	4.655852843	0.155147242	0.027332536
UP_KEYWORDS	Ion channel	5	4.347826087	0.020951962	1.9492242	4.285732401	"FBtr0083784, FBtr0308835, FBtr0088471, FBtr0110906, FBtr0073955"	115	128	13921	4.728600543	0.891751932	0.136886151
INTERPRO	IPR005821:Ion transport domain	3	2.608695652	0.041641419	3.347659	4.361194209	"FBtr0308835, FBtr0088471, FBtr0073955"	106	34	10984	9.143174251	0.999927175	0.434260515
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0079382	nrv2-RA	1.652795	0.015557	7.3	FlyBase nrv2-RA	Figure for nrv2-RA							
FBtr0331658	Ndae1-RD	4.035417	0	22.6	FlyBase Ndae1-RD	Figure for Ndae1-RD							
FBtr0308835	Ih-RK	1.194678	0.031642	1.6	FlyBase Ih-RK	Figure for Ih-RK							
FBtr0071883	blw-RA	0.839667	0.038686	21.2	FlyBase blw-RA	Figure for blw-RA							
FBtr0083784	ort-RA	1.800815	0.031077	20.7	FlyBase ort-RA	Figure for ort-RA							
FBtr0110906	Ekar-RB	1.17849	0.035982	3	FlyBase Ekar-RB	Figure for Ekar-RB							
FBtr0088471	trpl-RA	2.006272	0.00999	9.3	FlyBase trpl-RA	Figure for trpl-RA							
FBtr0073955	eag-RA	1.561187	0.022218	23.1	FlyBase eag-RA	Figure for eag-RA							
													
Cluster-6	total=3	enrichmentScore=1.7355168136950538	phaseStdDev=3.1389032615256283	"cNMP,Cyclic nucleotide-binding-like,Cyclic nucleotide-binding domain,RmlC-like jelly roll foldAnnotation Cluster 6"	Enrichment Score: 1.7355168136950538								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
SMART	SM00100:cNMP	3	2.608695652	0.01446584	2.447058333	3.138903262	"FBtr0088438, FBtr0308835, FBtr0073955"	55	18	5218	15.81212121	0.503132323	0.246006433
INTERPRO	IPR018490:Cyclic nucleotide-binding-like	3	2.608695652	0.01688663	2.447058333	3.138903262	"FBtr0088438, FBtr0308835, FBtr0073955"	106	21	10984	14.8032345	0.977960236	0.245127973
INTERPRO	IPR000595:Cyclic nucleotide-binding domain	3	2.608695652	0.018460758	2.447058333	3.138903262	"FBtr0088438, FBtr0308835, FBtr0073955"	106	22	10984	14.13036021	0.984607203	0.245127973
INTERPRO	IPR014710:RmlC-like jelly roll fold	3	2.608695652	0.025339415	2.447058333	3.138903262	"FBtr0088438, FBtr0308835, FBtr0073955"	106	26	10984	11.95645864	0.996814611	0.2920701
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0088438	Pka-R2-RB	1.160533	0.018307	6.6	FlyBase Pka-R2-RB	Figure for Pka-R2-RB							
FBtr0073955	eag-RA	1.561187	0.022218	23.1	FlyBase eag-RA	Figure for eag-RA							
FBtr0308835	Ih-RK	1.194678	0.031642	1.6	FlyBase Ih-RK	Figure for Ih-RK							
													
Cluster-7	total=39	enrichmentScore=1.6925383309249142	phaseStdDev=4.2512871564460815	"Transmembrane helix,Transmembrane,Membrane,integral component of membraneAnnotation Cluster 7"	Enrichment Score: 1.6925383309249142								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Transmembrane helix	36	31.30434783	0.012928524	0.11978225	4.382572518	"FBtr0072102, FBtr0078508, FBtr0084949, FBtr0072162, FBtr0308835, FBtr0071091, FBtr0343324, FBtr0300179, FBtr0100009, FBtr0083712, FBtr0308238, FBtr0082298, FBtr0082375, FBtr0310444, FBtr0083784, FBtr0079382, FBtr0074695, FBtr0088471, FBtr0077425, FBtr0075548, FBtr0301055, FBtr0111188, FBtr0329987, FBtr0084139, FBtr0299796, FBtr0299698, FBtr0080485, FBtr0083179, FBtr0079992, FBtr0084362, FBtr0331658, FBtr0110906, FBtr0074344, FBtr0073955, FBtr0076688, FBtr0331952"	115	2985	13921	1.459925716	0.744962982	0.129941079
UP_KEYWORDS	Transmembrane	36	31.30434783	0.013259294	0.11978225	4.382572518	"FBtr0072102, FBtr0078508, FBtr0084949, FBtr0072162, FBtr0308835, FBtr0071091, FBtr0343324, FBtr0300179, FBtr0100009, FBtr0083712, FBtr0308238, FBtr0082298, FBtr0082375, FBtr0310444, FBtr0083784, FBtr0079382, FBtr0074695, FBtr0088471, FBtr0077425, FBtr0075548, FBtr0301055, FBtr0111188, FBtr0329987, FBtr0084139, FBtr0299796, FBtr0299698, FBtr0080485, FBtr0083179, FBtr0079992, FBtr0084362, FBtr0331658, FBtr0110906, FBtr0074344, FBtr0073955, FBtr0076688, FBtr0331952"	115	2990	13921	1.457484368	0.753782065	0.129941079
UP_KEYWORDS	Membrane	38	33.04347826	0.017611454	-0.016898632	4.305742097	"FBtr0072102, FBtr0078508, FBtr0084949, FBtr0072162, FBtr0308835, FBtr0071091, FBtr0343324, FBtr0300179, FBtr0100009, FBtr0083712, FBtr0308238, FBtr0082298, FBtr0082375, FBtr0310444, FBtr0083784, FBtr0079382, FBtr0074695, FBtr0088471, FBtr0077425, FBtr0074216, FBtr0071883, FBtr0075548, FBtr0301055, FBtr0111188, FBtr0329987, FBtr0084139, FBtr0299796, FBtr0299698, FBtr0080485, FBtr0083179, FBtr0079992, FBtr0084362, FBtr0331658, FBtr0110906, FBtr0074344, FBtr0073955, FBtr0076688, FBtr0331952"	115	3266	13921	1.408445379	0.845209076	0.132648917
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	32	27.82608696	0.05623182	-0.115487156	4.305735304	"FBtr0072102, FBtr0084949, FBtr0072162, FBtr0308835, FBtr0071091, FBtr0343324, FBtr0300179, FBtr0100009, FBtr0083712, FBtr0308238, FBtr0082375, FBtr0310444, FBtr0083784, FBtr0074695, FBtr0088471, FBtr0075548, FBtr0301055, FBtr0111188, FBtr0329987, FBtr0084139, FBtr0299796, FBtr0299698, FBtr0083179, FBtr0079992, FBtr0084362, FBtr0331658, FBtr0110906, FBtr0074344, FBtr0073955, FBtr0076688, FBtr0075457, FBtr0331952"	86	2814	10026	1.325730153	0.989663795	0.74038563
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0082375	Ugt35b-RA	3.739573	0	1.4	FlyBase Ugt35b-RA	Figure for Ugt35b-RA							
FBtr0080485	kek4-RA	2.102918	0.022706	20.5	FlyBase kek4-RA	Figure for kek4-RA							
FBtr0331658	Ndae1-RD	4.035417	0	22.6	FlyBase Ndae1-RD	Figure for Ndae1-RD							
FBtr0083712	NP15.6-RA	1.15611	0.018021	22.5	FlyBase NP15.6-RA	Figure for NP15.6-RA							
FBtr0082298	CG14694-RA	1.963755	0.012521	5.5	FlyBase CG14694-RA	Figure for CG14694-RA							
FBtr0083784	ort-RA	1.800815	0.031077	20.7	FlyBase ort-RA	Figure for ort-RA							
FBtr0072162	CG11388-RA	2.541877	0.008325	22.5	FlyBase CG11388-RA	Figure for CG11388-RA							
FBtr0079382	nrv2-RA	1.652795	0.015557	7.3	FlyBase nrv2-RA	Figure for nrv2-RA							
FBtr0299698	prom-RB	4.609234	0	19.9	FlyBase prom-RB	Figure for prom-RB							
FBtr0071091	spidey-RA	1.269775	0.026354	0.8	FlyBase spidey-RA	Figure for spidey-RA							
FBtr0071883	blw-RA	0.839667	0.038686	21.2	FlyBase blw-RA	Figure for blw-RA							
FBtr0073955	eag-RA	1.561187	0.022218	23.1	FlyBase eag-RA	Figure for eag-RA							
FBtr0111188	CG40486-RB	2.072742	0.014986	19.9	FlyBase CG40486-RB	Figure for CG40486-RB							
FBtr0329987	tadr-RC	3.536237	0.006281	19.5	FlyBase tadr-RC	Figure for tadr-RC							
FBtr0077425	bdl-RA	1.714933	0.013672	22.1	FlyBase bdl-RA	Figure for bdl-RA							
FBtr0083179	alpha-Man-IIb-RA	2.015102	0.021208	20.9	FlyBase alpha-Man-IIb-RA	Figure for alpha-Man-IIb-RA							
FBtr0343324	CG12541-RE	1.474571	0.030526	0	FlyBase CG12541-RE	Figure for CG12541-RE							
FBtr0308835	Ih-RK	1.194678	0.031642	1.6	FlyBase Ih-RK	Figure for Ih-RK							
FBtr0076688	CdsA-RA	3.121981	0	22.3	FlyBase CdsA-RA	Figure for CdsA-RA							
FBtr0084949	boss-RA	3.823085	0	23.4	FlyBase boss-RA	Figure for boss-RA							
FBtr0301055	app-RK	3.051316	0.004004	0.1	FlyBase app-RK	Figure for app-RK							
FBtr0084139	CG6656-RA	1.792507	0.028909	21.8	FlyBase CG6656-RA	Figure for CG6656-RA							
FBtr0331952	CG43340-RQ	2.844576	0	1.2	FlyBase CG43340-RQ	Figure for CG43340-RQ							
FBtr0075457	CG5027-RA	1.991784	0	23.4	FlyBase CG5027-RA	Figure for CG5027-RA							
FBtr0079992	CG5037-RA	1.005099	0.04338	20.1	FlyBase CG5037-RA	Figure for CG5037-RA							
FBtr0078508	laza-RA	1.138799	0.034122	0.1	FlyBase laza-RA	Figure for laza-RA							
FBtr0088471	trpl-RA	2.006272	0.00999	9.3	FlyBase trpl-RA	Figure for trpl-RA							
FBtr0084362	CG13833-RA	2.676003	0.008325	22.2	FlyBase CG13833-RA	Figure for CG13833-RA							
FBtr0300179	gol-RD	3.831244	0	12.7	FlyBase gol-RD	Figure for gol-RD							
FBtr0308238	CG7582-RB	0.557503	0.034291	21.3	FlyBase CG7582-RB	Figure for CG7582-RB							
FBtr0310444	CG1628-RC	1.841132	0.009138	11.6	FlyBase CG1628-RC	Figure for CG1628-RC							
FBtr0072102	Eglp4-RA	0.812972	0.0411	4.1	FlyBase Eglp4-RA	Figure for Eglp4-RA							
FBtr0100009	drd-RA	1.589715	0.023507	8.3	FlyBase drd-RA	Figure for drd-RA							
FBtr0110906	Ekar-RB	1.17849	0.035982	3	FlyBase Ekar-RB	Figure for Ekar-RB							
FBtr0074344	CG4928-RA	2.321806	0.00999	2.5	FlyBase CG4928-RA	Figure for CG4928-RA							
FBtr0074695	CG7990-RA	1.100241	0.040464	23.8	FlyBase CG7990-RA	Figure for CG7990-RA							
FBtr0075548	CG7272-RA	0.799981	0.037648	21.7	FlyBase CG7272-RA	Figure for CG7272-RA							
FBtr0299796	CG42329-RA	2.065883	0.014986	4	FlyBase CG42329-RA	Figure for CG42329-RA							
FBtr0074216	UQCR-14-RA	3.203238	0.008325	21.9	FlyBase UQCR-14-RA	Figure for UQCR-14-RA							
													
Cluster-8	total=10	enrichmentScore=1.5936366516897402	phaseStdDev=3.4834795556328215	"myoblast fusion,Carbon metabolism,Glycolysis,glycolytic process,Glycolysis / Gluconeogenesis,somatic muscle development,Biosynthesis of amino acids,Biosynthesis of antibiotics,lipid particleAnnotation Cluster 8"	Enrichment Score: 1.5936366516897402								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0007520~myoblast fusion	4	3.47826087	0.005502215	1.86827325	3.687259762	"FBtr0084214, FBtr0088422, FBtr0078015, FBtr0100479"	87	46	10996	10.99050475	0.818205641	0.338936458
KEGG_PATHWAY	dme01200:Carbon metabolism	6	5.217391304	0.009236001	1.332356833	3.080849753	"FBtr0084214, FBtr0070907, FBtr0088422, FBtr0331810, FBtr0100479, FBtr0335205"	34	110	2737	4.390909091	0.377009967	0.150854676
UP_KEYWORDS	Glycolysis	3	2.608695652	0.011471058	3.390714667	2.975993044	"FBtr0084214, FBtr0088422, FBtr0100479"	115	20	13921	18.15782609	0.702226639	0.129941079
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	3	2.608695652	0.01869541	3.390714667	2.975993044	"FBtr0084214, FBtr0088422, FBtr0100479"	87	27	10996	14.04342273	0.997066518	0.639798487
KEGG_PATHWAY	dme00010:Glycolysis / Gluconeogenesis	4	3.47826087	0.024842962	2.1438395	3.362513047	"FBtr0084214, FBtr0088422, FBtr0331810, FBtr0100479"	34	53	2737	6.075471698	0.722794062	0.304326289
GOTERM_BP_DIRECT	GO:0007525~somatic muscle development	3	2.608695652	0.033737045	3.390714667	2.975993044	"FBtr0084214, FBtr0088422, FBtr0100479"	87	37	10996	10.24790308	0.9999752	0.969176566
KEGG_PATHWAY	dme01230:Biosynthesis of amino acids	4	3.47826087	0.038826687	2.8159715	2.762859039	"FBtr0084214, FBtr0070907, FBtr0088422, FBtr0100479"	34	63	2737	5.111111111	0.867295117	0.380501535
KEGG_PATHWAY	dme01130:Biosynthesis of antibiotics	6	5.217391304	0.06156108	2.106009	2.798961479	"FBtr0084214, FBtr0070907, FBtr0088422, FBtr0302409, FBtr0331810, FBtr0100479"	34	180	2737	2.683333333	0.960852273	0.430927563
GOTERM_CC_DIRECT	GO:0005811~lipid particle	5	4.347826087	0.208047801	1.4414464	3.96834237	"FBtr0071883, FBtr0084214, FBtr0112900, FBtr0331810, FBtr0100479"	86	277	10026	2.104357317	0.99999999	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0070907	kdn-RA	3.517571	0	1.1	FlyBase kdn-RA	Figure for kdn-RA							
FBtr0088422	Pfk-RB	2.59464	0.008325	5.2	FlyBase Pfk-RB	Figure for Pfk-RB							
FBtr0302409	CG17691-RE	1.233034	0.032454	3	FlyBase CG17691-RE	Figure for CG17691-RE							
FBtr0112900	Gpo1-RD	1.332763	0.022706	6.6	FlyBase Gpo1-RD	Figure for Gpo1-RD							
FBtr0071883	blw-RA	0.839667	0.038686	21.2	FlyBase blw-RA	Figure for blw-RA							
FBtr0078015	dock-RC	0.601219	0.047831	21.3	FlyBase dock-RC	Figure for dock-RC							
FBtr0100479	Gapdh1-RB	1.32592	0.028909	5.8	FlyBase Gapdh1-RB	Figure for Gapdh1-RB							
FBtr0084214	PyK-RA	1.827	0.008325	23.2	FlyBase PyK-RA	Figure for PyK-RA							
FBtr0335205	Gdh-RD	2.14675	0.014403	22.3	FlyBase Gdh-RD	Figure for Gdh-RD							
FBtr0331810	CG7430-RB	0.752363	0.041496	22.4	FlyBase CG7430-RB	Figure for CG7430-RB							
													
Cluster-9	total=4	enrichmentScore=1.3770178454248552	phaseStdDev=3.6127589088608585	"Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,Flavoprotein,FAD,flavin adenine dinucleotide bindingAnnotation Cluster 9"	Enrichment Score: 1.3770178454248552								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	"IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain"	4	3.47826087	0.017100529	0.435709	3.612758909	"FBtr0112900, FBtr0086148, FBtr0331810, FBtr0072150"	106	57	10984	7.271764316	0.979008729	0.245127973
UP_KEYWORDS	Flavoprotein	4	3.47826087	0.018949845	0.435709	3.612758909	"FBtr0112900, FBtr0086148, FBtr0331810, FBtr0072150"	115	69	13921	7.017517328	0.86585419	0.132648917
UP_KEYWORDS	FAD	3	2.608695652	0.086621287	-1.632691667	0.538123877	"FBtr0086148, FBtr0331810, FBtr0072150"	115	60	13921	6.052608696	0.999926151	0.446783478
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	3	2.608695652	0.110583106	-1.632691667	0.538123877	"FBtr0086148, FBtr0331810, FBtr0072150"	89	60	9284	5.215730337	0.999999947	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0112900	Gpo1-RD	1.332763	0.022706	6.6	FlyBase Gpo1-RD	Figure for Gpo1-RD							
FBtr0072150	Fmo-1-RA	2.452105	0.010993	21.7	FlyBase Fmo-1-RA	Figure for Fmo-1-RA							
FBtr0086148	Fmo-2-RA	1.69632	0.023905	23	FlyBase Fmo-2-RA	Figure for Fmo-2-RA							
FBtr0331810	CG7430-RB	0.752363	0.041496	22.4	FlyBase CG7430-RB	Figure for CG7430-RB							
													
Cluster-10	total=6	enrichmentScore=1.1256410179183114	phaseStdDev=3.295222689187624	"EF-Hand 1, calcium-binding site,calcium ion binding,EF-hand domain,EF-hand-like domain,EFhAnnotation Cluster 10"	Enrichment Score: 1.1256410179183114								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	"IPR018247:EF-Hand 1, calcium-binding site"	4	3.47826087	0.046357682	2.06627825	3.79622925	"FBtr0112900, FBtr0083361, FBtr0332631, FBtr0303422"	106	84	10984	4.9344115	0.999975881	0.461469656
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	6	5.217391304	0.048904236	1.2897245	3.295222689	"FBtr0112900, FBtr0083361, FBtr0082548, FBtr0332631, FBtr0075457, FBtr0303422"	89	210	9284	2.980417335	0.99923075	1
INTERPRO	IPR002048:EF-hand domain	4	3.47826087	0.062536837	2.06627825	3.79622925	"FBtr0112900, FBtr0083361, FBtr0332631, FBtr0303422"	106	95	10984	4.36305859	0.999999478	0.57064864
INTERPRO	IPR011992:EF-hand-like domain	4	3.47826087	0.099535542	2.06627825	3.79622925	"FBtr0112900, FBtr0083361, FBtr0332631, FBtr0303422"	106	116	10984	3.573194535	1	0.751664958
