FBID	0	4	8	12	16	20	24	28	32	36	40	44
FBtr0070149	0.038335	0.0351469	0	0	0	0.0821401	0.0384044	0.0366556	0	0.0974854	0.128944	0.0838365
FBtr0070150	0	0	0	0	0.0650208	0	0	0	0	0	0	0
FBtr0070151	10.4519	9.52966	8.78395	8.3563	7.72767	9.03409	9.8323	9.87763	8.71296	7.68023	9.17734	9.44227
FBtr0308652	0.596364	0	0.0915899	0.191781	0.717377	0.131334	0.266192	0.348141	0	0.414414	0.0644174	0.341532
FBtr0070155	1542.47	1063.26	1018.42	1152	1130.68	1050.17	1696.05	1160.88	1125.39	1113.61	980.497	1057.83
FBtr0070156	506.601	465.693	380.343	279.389	364.415	258.469	499.074	462.31	375.7	297.675	255.04	271.839
FBtr0070157	23.3897	25.0631	9.34383	12.2031	22.1312	8.79277	20.485	13.2095	19.4041	18.1805	14.1558	12.1173
FBtr0070158	33.3395	27.5145	30.4381	34.5316	27.9279	39.7008	41.0935	31.1925	35.9286	24.2547	28.5098	48.5786
FBtr0345321	244.226	142.32	331.559	531.125	279.208	547.173	332.961	248.554	240.402	499.139	434.233	332.208
FBtr0070159	206.495	206.147	185.558	129.392	217.309	190.206	207.313	267.038	171.13	154.537	118.398	190.749
FBtr0070160	11.7576	4.3404	6.43916	8.34398	8.26087	8.08347	12.1235	6.68533	5.43292	7.13923	8.65424	11.1281
FBtr0070161	0.105289	2.98823	0.00243979	2.29262	1.50781	0.716282	2.24895	1.32296	1.91684	1.01949	0.406054	0.900807
FBtr0110791	1.71239	0	1.11211	0.314863	1.61799	0.00488693	0.297227	1.71143	2.31053	1.8419	3.04732	0
FBtr0339430	1.27997	0.86499	1.04514	2.37843	1.47697	1.77315	1.23605	0.607856	1.11435	0.597797	0.896891	0.825903
FBtr0339431	2.02055	0.00762018	1.27087	0.000453649	0.827334	1.26093	3.19685	0.00163655	0.738959	0.000528301	2.93111	0.0500811
FBtr0339432	9.28283	5.27566	6.0921	4.40544	4.72355	8.22989	8.07943	6.06136	3.64153	3.96208	5.68034	8.48718
FBtr0339433	0	0.854979	0.592961	0.048542	0.000142067	0	0.129236	0.00299544	0.000294729	1.09944	0	1.05313
FBtr0339434	0	0	0	0	0	0.0761412	0	0	0.0475895	0	0.0923613	0.177772
FBtr0110804	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0070163	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0070164	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310165	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0070165	20.3434	16.2465	17.1637	17.5074	21.1848	18.3002	23.5022	17.5121	16.0482	19.0105	23.2396	16.8241
FBtr0307181	7.83979	7.16167	7.15168	5.33999	6.72809	5.57437	6.59367	7.47734	6.92625	6.26317	6.38167	7.07928
FBtr0345512	0.396595	0.508476	0.632613	0.591862	0.585919	0.509774	0.714781	0.906037	0.490896	0.4033	0.355899	0.346732
FBtr0070167	0.738009	0.0869832	0.0755095	0.109276	0.115221	0	0.125862	0.0938725	0	0.166131	0.142785	0.138694
FBtr0070168	0	0	0	0.208012	2.08526	0.920122	1.59767	0	0.333317	0	0.823876	2.22312
FBtr0070169	0	0.354823	0.409618	0.236936	0.514273	0	0.262632	0.528466	0.111954	0.117123	0.30233	0.298611
FBtr0307182	18.4341	16.6001	17.2111	25.0179	13.5176	19.2001	17.5756	17.8917	21.1608	20.7083	15.7627	16.9696
FBtr0332589	4.09257	5.80024	5.04941	0.000598847	5.93901	0.834933	1.52764	4.50256	2.16432	3.92752	2.65893	8.17872
FBtr0070170	1.04363	0.906996	1.25939	1.24742	1.53139	1.77729	1.01813	1.17235	0.973439	1.13401	1.79956	1.37508
FBtr0070171	0	0.205591	0.179023	0	0	0	0	0	0	0	0	0
FBtr0070172	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0070173	6.90864	4.3905	5.13197	6.96424	4.66322	6.56814	7.09002	5.88063	5.61444	4.86728	6.87214	4.57925
FBtr0070179	187.747	241.3	195.063	205.601	210.053	232.097	172.723	238.066	191.099	215.722	171.099	231.897
FBtr0070180	0	0	0.579371	0.169289	0	0	0.181805	0	0.281079	0.153899	0	0.198527
FBtr0070181	0	0	0	0	0.134603	0	0.0625796	0	0.0581517	0.234253	0.0625582	0.0722525
FBtr0113327	1.71892	1.98119	1.52562	0.857796	1.10692	0.888297	1.37484	2.31254	1.13664	1.5311	1.60576	0.908596
FBtr0331340	13.5335	19.091	18.0494	12.0647	18.7752	14.4782	12.7028	21.4505	19.6343	13.4889	11.408	21.4315
FBtr0070182	6.93547	6.75776	4.43409	4.43172	7.14493	5.45386	6.03373	7.37221	4.90548	4.88745	5.79362	6.33313
FBtr0070183	24.8482	28.6605	30.0825	25.4358	31.5848	28.3846	31.2074	28.5812	32.2858	29.8854	37.5522	33.3167
FBtr0070184	0	0.183548	0	0.186805	0.554832	0	0.200615	0	0.310161	0	0	0
FBtr0070185	0	0	0	0	0.0257763	0.0299166	0	0	0	0	1.19895e-06	0
FBtr0342734	0	0	0	0	4.3902e-06	4.07892e-06	0	0	0	0	0.0501105	0
FBtr0070186	7.70429	12.3883	13.141	21.7776	12.1799	11.6773	4.59546	9.44518	11.7991	17.297	11.1154	10.0363
FBtr0070187	7.17682	8.8702	7.03332	4.8855	7.75998	8.4447	7.7788	7.74658	7.26522	6.83584	5.89884	7.0744
FBtr0070188	12.535	13.7794	11.9352	8.97822	14.582	12.8312	13.5068	14.7051	12.1042	11.2312	9.5001	10.9204
FBtr0070189	0	0	0	0	0.0718213	0	0	0	0	0.065949	0.0436058	0
FBtr0331301	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0070195	2.66108	3.96126	3.07792	0.868541	0.982732	1.14026	2.39793	5.51235	3.13557	1.21519	0.820272	1.45321
FBtr0310459	0	0	0	0	0	0	0	0	0.0140789	0.0664604	0	0
FBtr0336688	0.627003	0.527997	0.691942	0.50897	0.935262	0.468771	0.509027	0.692872	0.725918	0.463165	0.690436	0.794306
FBtr0070197	3.61136	1.90312	3.24688	2.12548	2.84312	2.42518	4.24688	3.23	2.06946	1.17932	2.88344	2.68649
FBtr0310611	0.737163	0.773174	0.168515	0.295945	0	0.567704	0.211468	0.201278	0.245796	0.446834	0	0.579071
FBtr0345513	0.966096	0.144156	0.39099	0.673704	0.54512	0.371213	0.687779	0.611183	0.253572	0.56824	0.681555	0.304313
FBtr0070198	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342727	0	0	0	0	0.0813897	0.0472295	0	0	0.0341238	0	0	0
FBtr0070199	0	0	0.033908	0.0396309	0	0	0.0851606	0.040485	0	0	0.143022	0
FBtr0310612	0	0	2.71571e-05	3.17406e-05	0	0	3.30901e-05	3.24247e-05	0	0	3.31504e-05	0
FBtr0070200	0.215714	0.316171	0.378556	0	0.199109	0.0924327	0.302373	0.369804	0.166959	0.329093	0.338486	0.188677
FBtr0070201	0.0207471	0	0	0.0193477	0.0191343	0.0669818	0	0	0	0	0.0232708	0.0226834
FBtr0345506	0.000137722	0	0	0.000123644	0.000142349	0.000147745	0	0	0	0	0.000137835	0.000150575
FBtr0070202	0.175907	0.0402851	0.0526189	0.0409998	0.162366	0.117774	0.044031	0.0837668	0.0510556	0.0186363	0.0246448	0.0240404
FBtr0070203	0	0.0341652	0	0	0	0	0	0	0	0	0	0
FBtr0070204	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0070205	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0342728	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0070206	0.423207	0.0777478	0	0.158724	0.0790027	0.0923528	0.253141	0	0.326656	0.158502	0.285316	0.184407
FBtr0342729	0.247362	0.229411	0.481896	0.591281	0.291922	0.193792	0.0833609	0.255719	0.193065	3.83077e-06	0.0145981	0.182778
FBtr0070207	0.131129	0.210213	0.0719116	0.0840487	0.143729	0.175588	0.164114	0.202942	0.190296	0.0555694	0.0734855	0.179208
FBtr0070209	13.4312	14.1956	10.9421	12.1303	11.8297	12.5806	13.8807	13.5753	11.9748	12.2461	13.1084	12.7335
FBtr0310619	2.36183	0	0.00032921	0.000169885	0	0.000256009	0.000426524	0	0.000302086	0	0	0.000178052
FBtr0070211	0	0	0.364511	0	0	0	0	0	0	0	0	0.499614
FBtr0303284	0	0.0675615	0	0.41256	0.340401	0.158013	0.295374	0.772661	0.513746	0.250056	0	0
FBtr0070212	4.95338	6.27628	5.52061	4.10017	7.13587	6.37247	5.05221	7.14255	4.90872	5.0026	4.17684	7.21245
FBtr0070213	0.213873	0	0	0.398791	0.19741	0	0.321206	0	0.0827667	0.181269	0	0.116916
FBtr0070215	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339772	0	0.322265	0	0.327884	0.874587	2.02567	1.16829	0.737847	0	0.511038	0	0.337779
FBtr0339773	8.81725	41.8141	27.0588	7.97352	28.2352	11.9273	0.004127	36.964	21.4213	15.6194	0	28.0726
FBtr0339774	35.878	19.8779	24.2654	30.4602	24.9498	32.9325	46.9432	23.3238	29.1864	28.7724	39.235	25.1951
FBtr0070216	28.8423	62.1189	35.6457	14.1186	34.5643	15.0777	30.6154	52.7663	27.0812	18.206	6.75367	21.1821
FBtr0070217	7.94273	2.55009	4.08632	3.86141	2.58888	1.97164	2.76665	3.92746	2.13575	1.94996	5.6725	0
FBtr0070218	22.5033	12.2021	27.9644	42.4459	26.8	48.7701	30.2149	18.1986	38.149	42.0715	49.7014	46.2683
FBtr0070219	0.490072	0.449798	0.665725	0.987393	0.763167	0.263118	1.41366	0.195622	0.148773	0.704012	0.824799	0.537213
FBtr0070222	0	0	0.0473242	0	0	0	0	0	0	0	0	0
FBtr0342735	0.494647	1.47421	0.000434502	0.134416	1.45177	1.21502	0	2.12825	8.23429e-05	0.313137	0.556119	2.33439
FBtr0342736	2.66646	3.18499	4.18366	0.0703405	0.00780672	3.1414	0.0945901	2.20431	0.0260126	0.407078	4.45955	0.00357341
FBtr0342737	2.98235	1.89589	2.10494	1.22534	1.91357	2.7725	2.84276	1.98164	2.71627	1.15185	1.7353	1.13303
FBtr0330317	0	0	0	0	0.430184	0	0	0.000103242	0	0	0	0
FBtr0330318	0.0341863	0	0	0.0310446	0.144055	0	0	0.0387217	0.0263402	0	0	0
FBtr0330319	1.11856	1.16831	0.813184	3.53573	3.80509	0.00146216	3.6659	2.6835	4.75708	3.70155	0.00131272	2.93575
FBtr0330320	0.455386	0.297706	0.404061	0.417612	0.407673	0.602215	0.456217	0.186027	0.345302	0.316889	0.420057	0.475058
FBtr0070225	62.0712	80.8329	67.3719	63.1909	66.5508	70.0897	64.4808	75.6305	73.6144	69.8817	58.6822	73.1674
FBtr0332291	2.63201	0	2.26965	0.00285597	0.00121989	0.00152769	1.26504	1.5585	0.00170471	0.000962083	8.61267	1.87839
FBtr0332292	1.26788	0.385839	0.988604	1.00704	1.23758	1.35743	0	1.11035	0.325825	0.625376	1.33533	0
FBtr0070230	3.22177	3.31271	2.13724	2.26809	3.48962	3.64498	2.45223	2.8649	2.53175	2.39626	2.21082	2.87547
FBtr0070231	0.657068	1.14047	0.965501	0.580349	0.798012	0.815015	0.519379	0.724602	0.910051	0.732764	0.581408	0.86963
FBtr0070233	48.3068	49.5742	49.5239	45.8881	51.4068	50.5034	52.3555	51.8572	43.1703	46.3594	37.5838	50.0927
FBtr0070234	0.286362	0.20986	0.045685	0	0.105728	0.122705	0.114687	0.0545464	0.0886555	0.097083	0	0
FBtr0070235	0	0.000882523	0	0	0	0	0	0	0	0	0	1.5752
FBtr0342738	8.5255	7.79589	7.30981	8.02776	6.23254	6.42795	7.59864	7.18749	7.47692	7.02144	6.94801	5.05826
FBtr0332287	0	0.000165697	0	0	0	0	0	0	0	0	0	0.00951602
FBtr0070236	1.55073	2.03031	1.28247	1.81027	1.68909	1.66304	1.55712	1.53149	1.75745	2.0694	1.11732	1.35543
FBtr0070237	1.79138	0.988962	1.34629	0.67942	1.92873	0.338331	0.446388	1.9047	0.518304	0.192658	0.830223	0.751206
FBtr0332288	0	0.000137752	0.000305871	2.56773e-05	0	0.000857489	8.72364e-05	3.67274e-05	3.20085e-05	0	9.06436e-05	0.0383592
FBtr0070238	0.184245	0.000568377	0.0293995	0.000542682	0.000620175	0.000665457	0.000612648	0.152086	0.000475308	0.124933	0.000621805	5.96292e-06
FBtr0342730	4.05155e-05	0.0793307	5.57026e-07	0.0923922	0.0913878	0.0660705	0.111669	2.56621e-05	0.134546	2.05323e-05	0.0831704	0.108989
FBtr0070239	1.99045	0.738892	1.37236	0.422173	1.35828	1.64875	2.07419	1.68466	1.23283	0.00134654	0.00154241	1.5695
FBtr0070241	1.51293	1.83551	3.31248	4.41169	11.6651	13.035	5.43461	1.94331	1.90565	6.24087	8.18334	11.0079
FBtr0342731	0	0	0	0.000431009	0.000636856	0	0	0	0	0.744437	0.615445	0
FBtr0310282	0.155551	0	0.128633	0	0	0	0	0.096381	0	0	0.0897678	0.111128
FBtr0310283	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303264	27.5883	38.2739	37.4543	25.8094	18.0828	19.0516	22.8386	36.7965	38.6255	28.8258	19.1347	22.4354
FBtr0302877	0.257893	0.472523	0	0.480246	0	0	0	0	0	0.436587	1.44337	1.12665
FBtr0070244	10.629	17.9294	23.7399	8.90814	15.2353	17.6681	15.441	14.7501	11.4868	15.7578	20.7959	30.1274
FBtr0345507	13.2056	7.54919	3.25648	19.9267	12.4884	10.2988	6.20823	13.9588	15.7606	13.16	8.83741	0.149688
FBtr0070245	1.22505	1.67441	1.14782	0.960833	1.52561	1.35398	1.05134	1.74085	1.20402	1.1207	0.849983	1.57324
FBtr0070250	7.43432	7.56954	6.51565	5.94685	7.82469	5.95231	8.23045	7.26149	7.3161	5.12492	5.91324	6.74008
FBtr0345522	0.244266	0.506282	0.519836	0.192497	0.351395	0.225557	0.387109	0.167675	0.266108	0.350611	0.233953	0.231024
FBtr0070251	0	0.0244633	0.021302	0.0497947	0.073948	0	0.0534761	0.0254339	0.0413383	0.0452679	0.0598627	0
FBtr0070252	0	0	0	0.0339244	0	0.0389797	0	0.0346555	0.0563264	0.0308404	0.0407836	0.0397834
FBtr0070253	7.53331	8.86587	11.5234	3.08003	12.4264	8.60417	10.8704	6.99418	12.2394	10.2876	14.408	8.84832
FBtr0339576	1.31217	1.72003	2.08567	1.15705	1.00673	1.30873	1.76142	1.14355	0.716952	2.19632	0.415088	0.622661
FBtr0339577	7.97448	4.74958	2.45481	10.9192	1.97263	2.66902	9.01821	5.23467	0.00276051	0.00403397	0.000214777	1.30532
FBtr0300352	0	0.000234018	0.0010764	0	0	0.000590799	0.00156492	0	0.000571679	0	0	0
FBtr0345508	0.854429	0.858591	0.408545	0.23886	1.18211	0.365829	0.684567	0.730875	0.131977	0.28944	0.28779	0.653957
FBtr0070254	1.61044	2.97362	2.27009	1.05983	1.5739	2.13107	2.59711	2.61644	2.51737	1.28463	0.63706	0.932149
FBtr0070257	0	0	0	0.0553352	0	0.127162	0	0	0.0459379	0	0.19957	0.064892
FBtr0070259	34.1978	33.3901	33.8867	33.0554	34.0094	29.1219	29.1528	25.0042	31.1567	32.1322	33.0113	28.9989
FBtr0339589	2.19859	3.1908	3.13009	3.12783	1.72276	4.38131	3.42994	3.9306	3.48659	3.67993	1.94159	4.13219
FBtr0070260	2.85257	3.40567	2.02129	2.88235	2.81127	2.58735	4.3664	2.0412	2.76566	2.30449	3.34665	2.52068
FBtr0339591	0.182672	0.167457	0.233241	0.0340564	0.101277	0.313388	0.292782	0.104488	0.0848751	0.0619908	0.286627	0.159935
FBtr0339590	21.2356	21.5266	20.9431	16.4582	21.2689	21.5979	19.0969	25.3629	21.5311	19.8432	15.5838	21.4206
FBtr0070269	4.13362	4.25588	4.05818	2.94797	4.22302	3.38727	3.89109	4.15554	3.22666	3.59326	3.48463	3.78545
FBtr0070270	16.6695	20.5972	15.7551	12.5305	18.9957	17.9001	15.7793	20.4091	16.196	14.7749	10.9824	20.7804
FBtr0333115	4.20822	3.49836	3.35902	4.87619	3.93673	3.82105	3.02671	2.44734	2.59536	4.049	3.85634	3.07883
FBtr0273400	0	0.0378359	0	0	0	0	0	0	0	0.00851793	0	0
FBtr0308320	0.0531743	0	0.0282773	0	0.016395	0.0380242	0	0.0169347	0	0.0263813	0	0.0194297
FBtr0070272	2.07751	0.444943	0.473481	0.251552	0.523031	1.18509	2.02605	0.514009	0.396768	0.137205	0.635045	1.23902
FBtr0070277	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302174	0.00509278	9.94234	3.7241	0.121153	0.1882	1.19915	4.64973	0.0100505	3.43617	0.317109	0.0461462	10.4445
