#GOIgroup	motifID	motifSymbol	N	K	n	k	BG	pval	rank	qval	youngMedianExpression	enrichmentScore	youngExpr	oldExpr
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0005630_23	lola-PK_SOLEXA	15016	4163	11	4	0.277237613213	0.16296902809719188	72	0.2900834769419823	214.2865	1.63342047349	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0005630_24	lola-PL_SOLEXA	15016	10711	11	0	0.713305807139	NO_TEST	NO_TEST	NO_TEST	214.2865	1.63342047349	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0005630_25	lola-PO_SOLEXA	15016	11165	11	0	0.743540223761	NO_TEST	NO_TEST	NO_TEST	214.2865	1.63342047349	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0005630_26	lola-PQ_SOLEXA	15016	10514	11	0	0.700186467768	NO_TEST	NO_TEST	NO_TEST	214.2865	1.63342047349	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0005630_27	lola-PT_SOLEXA	15016	8560	11	0	0.570058604156	NO_TEST	NO_TEST	NO_TEST	214.2865	1.63342047349	214.2865	240.502
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA0255.1	z	15016	7637	11	0	0.508590836441	NO_TEST	NO_TEST	NO_TEST	4.777185	1.63342047349	4.777185	6.0301
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0002931	net_da_SANGER_10	15016	9375	11	0	0.624334043687	NO_TEST	NO_TEST	NO_TEST	6.09105	1.63342047349	6.09105	9.23929
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0004198_2	Ct_SOLEXA	15016	7172	11	8	0.477623867874	0.023219373081219997	18	0.1562268609831238	30.9745	1.63342047349	30.9745	25.88405
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA0243.1	sd	15016	6584	11	6	0.438465636654	0.15417676191265547	68	0.2900834769419823	25.27735	1.63342047349	25.27735	30.8236
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA0126.1	ovo	15016	4446	11	6	0.296084176878	0.020040981315065196	15	0.1562268609831238	6.354845	1.63342047349	6.354845	7.14082
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0001168_2	h_SANGER_5	15016	9601	11	0	0.639384656367	NO_TEST	NO_TEST	NO_TEST	27.36745	1.63342047349	27.36745	54.3051
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0013263	Trl_FlyReg	15016	9030	11	0	0.601358550879	NO_TEST	NO_TEST	NO_TEST	28.13115	1.63342047349	28.13115	33.2023
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0004914	Hnf4_SANGER_10	15016	6967	11	7	0.463971763452	0.07318522830469076	46	0.21319175201801224	18.9037	1.63342047349	18.9037	23.1963
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0259750	ab_SANGER_10	15016	8839	11	0	0.588638785296	NO_TEST	NO_TEST	NO_TEST	13.3105	1.63342047349	13.3105	14.63445
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0029711	Usf_SANGER_5	15016	5734	11	4	0.381859350027	0.41727335955569606	NO_TEST	NO_TEST	12.1234	1.63342047349	12.1234	12.05625
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0033010	Atf6_SANGER_5	15016	8351	11	0	0.556140117208	NO_TEST	NO_TEST	NO_TEST	92.07745	1.63342047349	92.07745	94.89215
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0004859	Ci_SANGER_5	15016	10073	11	0	0.670817794353	NO_TEST	NO_TEST	NO_TEST	14.21735	1.63342047349	14.21735	16.29825
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0034946_3	CG3065_F1-5_SOLEXA_2.5	15016	11350	11	0	0.755860415557	NO_TEST	NO_TEST	NO_TEST	6.20443	1.63342047349	6.20443	8.688895
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA0460.1	ttk	15016	6828	11	1	0.454714970698	0.9871336063135631	NO_TEST	NO_TEST	36.04375	1.63342047349	36.04375	48.8902
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0039905_2	CG2052_SOLEXA_2.5	15016	11278	11	0	0.751065530101	NO_TEST	NO_TEST	NO_TEST	18.78805	1.63342047349	18.78805	17.2718
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0003896_3	tup_SOLEXA_10	15016	6897	11	4	0.459310069259	0.6270805836932035	NO_TEST	NO_TEST	7.910355	1.63342047349	7.910355	6.57883
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0034946_2	CG3065_F1-3_SOLEXA_2.5	15016	11414	11	0	0.760122535962	NO_TEST	NO_TEST	NO_TEST	6.20443	1.63342047349	6.20443	8.688895
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0026411_3	lim_SOLEXA_2	15016	7485	11	4	0.498468300479	0.7221945369951472	NO_TEST	NO_TEST	17.2072	1.63342047349	17.2072	16.0699
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0000567	Eip74EF_FlyReg	15016	8406	11	0	0.559802876931	NO_TEST	NO_TEST	NO_TEST	9.362435	1.63342047349	9.362435	8.72715
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0023076_2	gce_Clk_SANGER_5	15016	5994	11	6	0.399174214172	0.09826198438001918	54	0.24297447385565604	34.9492	1.63342047349	34.9492	29.3057
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0023489	Pph13_Cell	15016	5323	11	4	0.354488545551	0.3434393093883442	128	0.3567509105274273	6.911895	1.63342047349	6.911895	11.6922
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0000568	Eip75B_SANGER_5	15016	7566	11	0	0.503862546617	NO_TEST	NO_TEST	NO_TEST	31.13545	1.63342047349	31.13545	37.86565
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0000546	EcR_SANGER_5	15016	5728	11	2	0.381459776239	0.8545608806491575	NO_TEST	NO_TEST	20.7788	1.63342047349	20.7788	19.36085
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0019650	toy_FlyReg	15016	8579	11	0	0.571323921151	NO_TEST	NO_TEST	NO_TEST	68.4858	1.63342047349	68.4858	53.13085
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0004618_3	gl_SOLEXA_5	15016	8917	11	0	0.593833244539	NO_TEST	NO_TEST	NO_TEST	13.2917	1.63342047349	13.2917	15.8408
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0040765	luna_SANGER_5	15016	10631	11	0	0.707978156633	NO_TEST	NO_TEST	NO_TEST	6.232	1.63342047349	6.232	8.730195
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0011648	Mad_FlyReg	15016	11215	11	0	0.746870005328	NO_TEST	NO_TEST	NO_TEST	11.6205	1.63342047349	11.6205	13.79265
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA0446.1	fkh	15016	10804	11	0	0.719499200852	NO_TEST	NO_TEST	NO_TEST	5.90684	1.63342047349	5.90684	5.384955
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0086758	chinmo_SOLEXA	15016	9397	11	0	0.625799147576	NO_TEST	NO_TEST	NO_TEST	32.7212	1.63342047349	32.7212	27.15365
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA1460.1	pho	15016	10824	11	0	0.720831113479	NO_TEST	NO_TEST	NO_TEST	38.24535	1.63342047349	38.24535	36.19635
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA0222.1	exd	15016	5686	11	4	0.378662759723	0.4085232502251155	NO_TEST	NO_TEST	81.59975	1.63342047349	81.59975	80.81905
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0004893_2	bowl_SOLEXA	15016	7992	11	0	0.532232285562	NO_TEST	NO_TEST	NO_TEST	6.165725	1.63342047349	6.165725	7.829745
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0001222	Hsf_FlyReg	15016	6312	11	4	0.420351624933	0.5232356618341412	NO_TEST	NO_TEST	28.8194	1.63342047349	28.8194	33.4816
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0003028_2	ovo_SANGER_5	15016	4399	11	4	0.292954182206	0.1949830975237179	88	0.2900834769419823	6.354845	1.63342047349	6.354845	7.14082
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0003028_3	ovo_SOLEXA_5	15016	4246	11	5	0.282765050613	0.06021861947600858	37	0.20683119595840332	6.354845	1.63342047349	6.354845	7.14082
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0086910_2	l(3)neo38_SOLEXA_2.5	15016	5005	11	5	0.33331113479	0.12196830896130743	63	0.25942465715579677	32.86025	1.63342047349	32.86025	31.6962
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	cnc13_1	cnc13_1	15016	6555	11	5	0.436534363346	0.3326689579479332	125	0.3566211229201844	86.09565	1.63342047349	86.09565	132.16
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	cnc13_2	cnc13_2	15016	6734	11	4	0.448454981353	0.5988455006497141	NO_TEST	NO_TEST	86.09565	1.63342047349	86.09565	132.16
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	cnc13_3	cnc13_3	15016	7519	11	0	0.500732551945	NO_TEST	NO_TEST	NO_TEST	86.09565	1.63342047349	86.09565	132.16
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0017578_2	Max_Mnt_SANGER_5	15016	4691	11	4	0.312400106553	0.23831467270446594	105	0.2940428091759386	15.4343	1.63342047349	15.4343	15.05585
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA1702.1	Pdp1	15016	8754	11	0	0.582978156633	NO_TEST	NO_TEST	NO_TEST	306.832	1.63342047349	306.832	304.2665
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0259750_2	ab_SOLEXA_5	15016	9394	11	0	0.625599360682	NO_TEST	NO_TEST	NO_TEST	13.3105	1.63342047349	13.3105	14.63445
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0261239	Hr39_SANGER_5	15016	8110	11	0	0.540090570059	NO_TEST	NO_TEST	NO_TEST	15.8296	1.63342047349	15.8296	15.16545
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA1700.1	Clamp	15016	5908	11	3	0.393446989877	0.6880849426893437	NO_TEST	NO_TEST	14.12375	1.63342047349	14.12375	15.43745
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0000439_3	Dfd_SOLEXA	15016	5363	11	1	0.357152370804	0.944964360615413	NO_TEST	NO_TEST	9.779685	1.63342047349	9.779685	13.8827
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0003499	sr_SANGER_5	15016	11858	11	0	0.789690996271	NO_TEST	NO_TEST	NO_TEST	5.823595	1.63342047349	5.823595	7.655095
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0038316	CG6276_SANGER_5	15016	8652	11	0	0.576185402238	NO_TEST	NO_TEST	NO_TEST	23.4522	1.63342047349	23.4522	23.317
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0033782	sug_SANGER_5	15016	7162	11	8	0.476957911561	0.022977059451743945	17	0.1562268609831238	13.7478	1.63342047349	13.7478	18.80225
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0000448	Hr46_FlyReg	15016	8209	11	0	0.54668353756	NO_TEST	NO_TEST	NO_TEST	91.33915	1.63342047349	91.33915	55.012
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	FBgn0000964	tj_SANGER_5	15016	9936	11	0	0.661694192861	NO_TEST	NO_TEST	NO_TEST	6.112645	1.63342047349	6.112645	4.77823
DAVID_RLCs_transcriptGroups0.05_Cluster10_phospholipid_biosynthetic_process_maxBG0.5	MA0023.1	dl(var.2)	15016	9333	11	0	0.621537027171	NO_TEST	NO_TEST	NO_TEST	11.8663	1.63342047349	11.8663	19.15465
